单词,词向量,近似top20 
establishment,"[ 0.11609811  0.06284714  0.15359831 -0.07818733  0.18766578 -0.15097553
 -0.05987253 -0.09937219  0.03839643  0.33141246  0.06568924  0.17359799
  0.08896612 -0.04934922  0.00293154  0.4725739   0.09125911 -0.25341806
  0.19925432  0.05534199 -0.2492535  -0.07012641  0.16263327 -0.1728218
  0.21555845 -0.15041848  0.18963614 -0.20282814 -0.3001637   0.10143801
  0.11515788 -0.30378032 -0.02357555 -0.09230514  0.31564376 -0.03646589
  0.03785174  0.1217313   0.35694     0.19784853  0.019944    0.17169361
 -0.07343747 -0.16366245 -0.03937054  0.04705457 -0.07414131  0.20593716
  0.34664416 -0.0940809 ]","['innovation', 'saying', 'india', 'well', 'laws', 'made', 'comprehensive', 'number', 'field', 'technical', 'task', 'failed', 'zhang', 'personnel', 'bush', 'small', 'demands', 'combat', 'second', 'eight']"
build,"[-0.36336797  0.20421043  0.01644463  0.24158202 -0.07982156 -0.14582781
 -0.03255192 -0.05263098 -0.01616529 -0.04979443 -0.0169714   0.08499504
  0.18016404 -0.02425103  0.12338222  0.05648512  0.12113396  0.10894562
  0.09114973 -0.08020519  0.00780257 -0.10712118  0.02487796  0.02571425
 -0.04585154 -0.11822696  0.15177536 -0.20622097 -0.14569715 -0.22786388
 -0.05577283 -0.22750492 -0.1000375   0.1408889   0.10210762  0.00711339
 -0.01313114 -0.0455479  -0.043377    0.03211372  0.1403942   0.19228138
  0.12209077 -0.16977857 -0.00849106 -0.03495378  0.10988162  0.17210038
 -0.23502478  0.11068571]","['defense', 'failed', 'promote', 'situation', 'crisis', '1999', 'plan', 'stressed', 'city', 'today', 'efforts', 'among', 'without', 'develop', 'governments', '2', 'hard', 'united', 'asked', 'meet']"
department,"[ 0.11324633  0.05186854  0.04799733  0.13067381 -0.08249624 -0.11963079
  0.22336058  0.02594701 -0.02897308 -0.0010214   0.14045057 -0.32301205
 -0.17531177 -0.0512221   0.01605203  0.0497068   0.17385717  0.1553892
  0.14946514 -0.11853083 -0.30636692  0.2170432   0.0977463   0.16012405
 -0.0924781  -0.04366498 -0.01081936 -0.06949331 -0.14499544  0.17749241
  0.10863662  0.15063742  0.13591608 -0.0559953   0.09476314 -0.07990079
 -0.13881189  0.22278596  0.06564897 -0.23380263 -0.126919   -0.12601654
 -0.03934234  0.06276627 -0.09511691 -0.0018015  -0.05959107 -0.06561365
  0.11144365 -0.01365566]","['failed', 'another', 'demands', 'nuclear', 'task', 'leading', 'improvement', 'discussion', 'shall', 'made', 'part', 'relevant', '40', 'family', 'according', 'arrived', 'situation', 'office', 'exchange', 'vice']"
possible,"[-2.4182662e-02 -2.8605115e-02  7.2500825e-02 -6.0795665e-02
  9.0828031e-02  2.2528547e-01 -2.1633078e-01  9.6284874e-02
 -2.3618432e-02 -4.4811696e-02  1.0035970e-01 -9.8396964e-02
 -6.0353722e-02  8.5447170e-02 -1.7432701e-02 -5.3094108e-02
 -1.3598405e-01 -1.2866849e-01  4.6548765e-02  4.6365004e-02
 -1.5019234e-01  1.5776983e-01 -6.9623463e-02  1.3009393e-02
  4.2811293e-02 -1.9497184e-01  3.5503332e-02 -1.0488175e-01
 -5.2298319e-02 -1.7430632e-01  6.5800488e-02 -1.2973823e-01
 -3.9603721e-02  1.4968339e-01 -1.7286831e-04 -8.0183428e-03
 -2.4668440e-01 -8.8226512e-02 -4.1620638e-02 -7.0796353e-03
 -3.3425119e-02 -4.9247481e-02 -4.6016302e-02 -1.4515032e-01
 -1.3983350e-01 -2.4303597e-01  3.3353630e-03 -8.3284251e-02
 -1.2518710e-01  4.5930319e-02]","['failed', 'made', 'political', 'cpc', 'know', 'arms', 'plan', 'investment', 'zemin', 'family', 'congress', 'china', 'highlevel', 'wish', 'back', 'situation', 'water', 'expanding', 'may', 'responsible']"
requirements,"[-0.0041125   0.036012   -0.22953604  0.07902491  0.2200399  -0.06618176
 -0.07787102  0.04297894  0.07889098  0.27780986  0.256505    0.4034938
  0.2857368   0.20996264 -0.03250453 -0.24857782  0.11210364 -0.0149666
  0.39573443 -0.05541764  0.0262206   0.1448283   0.08673437 -0.2783402
 -0.19194287 -0.11469743 -0.05383003 -0.18605264  0.25385067 -0.08436539
  0.11796457 -0.1581577   0.00806052 -0.25850517  0.15746315 -0.14166382
  0.0561824  -0.27544093  0.22709142 -0.2629383   0.20107077  0.42379558
  0.33028048  0.07047247 -0.11767843 -0.16313158 -0.07169883 -0.05274031
 -0.04314688 -0.21122473]","['comprehensive', 'city', 'well', 'peace', 'sea', 'immediately', 'use', 'views', 'style', 'planes', 'hand', 'positive', 'entered', 'scope', 'task', 'failed', 'crisis', 'higher', 'asked', 'propaganda']"
early,"[-0.09486918  0.15085267  0.28807658  0.2778148  -0.03575683 -0.05935225
 -0.22948216 -0.0546038  -0.06856714  0.1031211  -0.13701516 -0.22553664
  0.03961903 -0.03483614 -0.27012014 -0.06954277  0.15908162  0.2832552
 -0.23294452  0.01086615  0.149933   -0.04140484 -0.02482032 -0.12188024
  0.24669085  0.10934952 -0.07759818 -0.08466335 -0.11770397 -0.06157546
 -0.10132261  0.0557383  -0.10585233  0.13765775  0.05002894 -0.10384281
  0.27145687  0.04263667  0.01408283  0.10581094 -0.0326806   0.11820511
 -0.05010371 -0.30997285  0.19484404  0.0614412   0.13324872  0.1913426
  0.07248285  0.06244278]","['situation', 'august', 'future', 'failed', 'morning', 'financial', 'today', '10', 'importance', 'political', 'efforts', 'united', 'greatly', 'common', 'industries', 'establishment', 'country', 'among', 'complete', 'strengthening']"
responsibility,"[ 0.08182018 -0.10125165 -0.19401868 -0.18802147 -0.24744423 -0.13132168
  0.03193536 -0.02768172  0.2401026   0.1437206   0.03354946 -0.19564469
  0.25663182  0.08826786  0.10005958 -0.224195    0.1304625  -0.06303802
 -0.10899584 -0.12679236  0.1631814   0.09007053  0.15166813  0.08093232
  0.05529021 -0.05597736 -0.05692527 -0.01764782 -0.0249039  -0.01815868
 -0.0501211   0.0200984  -0.05371991 -0.10141216 -0.09769434  0.2617126
 -0.09556184  0.14941823 -0.03778474 -0.15266362 -0.10581081 -0.04059236
 -0.03843878  0.15630785 -0.01549446  0.15264358  0.00862891  0.08730224
  0.06058318 -0.10822868]","['antichina', 'failed', 'issue', 'day', 'regional', 'sea', 'science', 'continued', 'concerned', 'adopted', 'socialist', 'plan', 'enemy', 'dialogue', 'nuclear', 'since', 'workers', 'made', 'investment', 'closely']"
peoples,"[ 0.11315546 -0.02590185  0.11720651 -0.20575966 -0.02133898  0.25478992
  0.09430239 -0.05935635 -0.14572562  0.12113492  0.1669677  -0.04499217
 -0.08223302  0.10713223  0.20354635 -0.35799176 -0.07125897 -0.00524399
 -0.07050274  0.3049299   0.29716304 -0.17628936 -0.22601587 -0.0757053
  0.17572534 -0.04578368 -0.15566932  0.01257779 -0.03893218  0.06829112
  0.00617959 -0.02619563  0.10326585  0.13858502  0.10270783 -0.01372367
 -0.11631554  0.02434307 -0.21058428 -0.12871887  0.06135747 -0.05467197
  0.08419796  0.13766408 -0.20918298 -0.08478278 -0.15764122 -0.0637159
 -0.03819703 -0.26528284]","['ago', 'theory', 'current', 'failed', 'percent', 'political', 'april', 'development', 'ninth', 'view', 'onechina', 'correct', 'construction', 'strengthening', 'expanding', 'structural', 'dialogue', 'economy', 'china', 'changes']"
equipment,"[-0.13330485  0.23781705 -0.1121512  -0.28475857 -0.04420467  0.1085729
 -0.09835529  0.15695944  0.34709498  0.10151385 -0.0948855  -0.05033883
 -0.14371203  0.0547943  -0.11256983  0.11458762 -0.13460204  0.06795532
  0.01571809  0.10727524  0.09169541  0.13822694 -0.00053481 -0.01379647
  0.08746416 -0.18445598 -0.13145474 -0.20500968 -0.03028321 -0.0714206
 -0.07846306  0.11409901 -0.10586784  0.16568002  0.16834155 -0.02582065
 -0.10303315 -0.04627766  0.03608951 -0.02648473  0.07161846  0.17353565
  0.04739545 -0.11960868 -0.04907622 -0.22457674 -0.05955996  0.03685867
  0.24870698  0.1738184 ]","['failed', 'territory', 'arms', 'department', 'develop', 'made', 'theory', 'wish', 'governments', 'launched', 'situation', 'bush', 'financial', '1999', 'asked', 'part', 'specific', 'second', 'fourth', 'nuclear']"
trend,"[-0.04673519 -0.13204356  0.16741432  0.24756101 -0.10760142 -0.26267135
 -0.09493523  0.25207373  0.02058358 -0.00374735 -0.02615207 -0.16395903
  0.20116939 -0.04919826 -0.24160792 -0.08284349  0.05086266  0.03779059
  0.01187281 -0.09135031 -0.21296039 -0.05141663  0.26225573 -0.03530789
  0.187083   -0.06403626  0.00425224 -0.27234805  0.08199499 -0.13586141
  0.04122438 -0.1369683  -0.40914777 -0.10999513 -0.11857887 -0.08752494
  0.04888096  0.09054269  0.07214048  0.24632877  0.08058901  0.32059383
 -0.23945913 -0.14310853 -0.06568559 -0.07299913 -0.17092843  0.08846391
  0.11227055 -0.15322496]","['made', 'failed', 'form', 'situation', 'implementing', 'network', 'requirements', 'implement', 'political', 'systems', 'favorable', 'pressure', 'part', 'launched', 'road', 'personnel', 'august', 'zhang', 'arms', 'well']"
taking,"[-0.07476664  0.10065558 -0.11591698 -0.23253179  0.0779108  -0.12685093
  0.08550531 -0.22975916  0.0090518   0.11567721  0.21460664  0.104499
  0.05648652  0.08476759 -0.26353064 -0.0157471  -0.09043061 -0.36713108
  0.09366738  0.02318238  0.08316659  0.03009804  0.20904014  0.06446501
 -0.06839398 -0.2218225  -0.25566638 -0.10050888  0.03146417 -0.45608053
  0.1066429   0.14275523  0.35245848  0.01578656  0.10676909  0.23838356
 -0.03578223  0.2581914  -0.06984469 -0.11558749 -0.06151799 -0.06693266
  0.14752446  0.23803593  0.18681541 -0.13110812  0.08273938  0.03870399
  0.0379402  -0.02933034]","['community', 'failed', 'closely', 'present', 'resolutely', 'regional', 'results', 'toward', 'terms', 'integrity', 'building', 'propaganda', 'criminal', 'communist', 'human', 'high', 'maintained', 'achieve', 'negotiations', 'promoting']"
laws,"[ 0.0025706  -0.01407915 -0.14969769  0.11804911 -0.13839048  0.09126402
 -0.16695623  0.16011196  0.1868537  -0.18447109 -0.01774749  0.01423889
 -0.04824048 -0.04744009 -0.05872075 -0.06657767 -0.05240792 -0.02528156
 -0.09233721 -0.2806902  -0.18994512  0.05031911  0.16539665  0.08011137
  0.01755824  0.21325842  0.0715097  -0.1494806   0.16101952 -0.13475296
  0.10605276 -0.00961135 -0.19710591 -0.00177664 -0.14957772  0.18260516
  0.02807773  0.19410105  0.18123853 -0.0862305  -0.17412159 -0.08210278
 -0.21695836 -0.14598437 -0.42982244 -0.0593184   0.00411028 -0.3680428
  0.09692869 -0.02600672]","['made', 'implement', 'failed', 'history', 'arms', 'two', 'pressure', 'regional', 'expand', 'family', 'according', 'territory', 'attack', 'department', 'political', 'challenges', 'living', 'speed', 'situation', 'practical']"
decision,"[ 0.07231701  0.1855782  -0.0947194  -0.008408    0.14099279  0.2365177
 -0.03781619  0.03850465 -0.06446461  0.12792191  0.03290691  0.14026524
  0.11667503  0.12171166  0.06982385  0.04339426 -0.03317139 -0.17253873
  0.31219888  0.05494902 -0.02465778 -0.04361969 -0.156257   -0.21016698
  0.13185169 -0.0027654  -0.066938   -0.00625146 -0.33084762  0.08027476
  0.07683222 -0.32629284  0.29065022 -0.00428468  0.22878401 -0.03910586
  0.01316134  0.02553159  0.02685052 -0.0403767  -0.04543425 -0.18587221
  0.21226421 -0.00071029 -0.07519647 -0.18288976  0.15297934  0.06636594
  0.130721    0.04036646]","['cold', 'failed', 'made', 'well', 'building', 'wish', 'cpc', 'structural', 'bush', 'plan', 'members', 'may', 'department', 'evil', 'hard', 'led', 'community', 'demands', 'socialist', 'regional']"
able,"[-0.16724513 -0.02708727 -0.31159586 -0.16271262  0.01262173 -0.13796368
  0.13398261 -0.06846317  0.097019   -0.25387418  0.26248547  0.13940442
  0.21237627 -0.13383284  0.07779068 -0.09573899  0.0368433  -0.11101931
  0.28319022  0.00513283 -0.05935998  0.01459416  0.1139114  -0.0871252
 -0.14136112 -0.00184795 -0.13490456  0.04875176 -0.2195271  -0.14563021
 -0.08122582  0.22808598 -0.21342023  0.21622126 -0.10612182  0.06832527
 -0.07427027 -0.20578834 -0.249971   -0.21784645 -0.25492126 -0.33122796
 -0.06572554 -0.1517208   0.00364728 -0.03086092  0.09057569  0.06787828
  0.11731597 -0.09088211]","['maintained', 'united', 'failed', 'socialist', 'britain', 'agreed', 'plan', 'wto', 'discussion', 'part', 'whole', 'regional', 'made', 'going', 'short', 'plans', 'terms', 'defense', 'hoped', 'know']"
west,"[ 0.04498709  0.01127177  0.13898878  0.39402616  0.06285502  0.05570851
  0.17437947 -0.10034313 -0.0564102  -0.07432415  0.01505299  0.00840672
 -0.07395937 -0.10936604  0.14983402  0.10658098 -0.07365265  0.05629047
  0.00695645  0.09649896  0.01124044 -0.34248522 -0.11547565  0.12296224
  0.1192821  -0.04328033  0.03484585  0.21288933 -0.08834434 -0.1719315
 -0.11560889 -0.0849473   0.24374758  0.11530979  0.122803   -0.23437665
  0.03965386 -0.1411278  -0.108488   -0.03224891 -0.12577319 -0.15035588
  0.13456337  0.01333694 -0.01522564  0.12142465 -0.03853588 -0.05437732
 -0.24875055  0.15180922]","['ago', 'ninth', 'development', 'today', 'failed', 'allround', 'talks', 'command', 'efforts', 'community', 'cpc', 'among', 'hard', 'resources', 'building', 'stressed', 'global', 'changes', 'million', 'vice']"
dialogue,"[ 0.06190665 -0.17747808 -0.07691088 -0.13577569 -0.18851537  0.02835521
  0.24795035  0.16697587 -0.11313117 -0.18785976 -0.16010243  0.29355958
  0.11767126 -0.10633138 -0.02028937 -0.32772955 -0.175033   -0.02632605
 -0.2101419   0.07538383  0.15073499 -0.21158023 -0.00672395 -0.25014147
  0.22586568 -0.12240636  0.16890663  0.16753852 -0.03327321 -0.03351513
 -0.04603446 -0.3179018  -0.09418928 -0.02412614 -0.2789789  -0.08829136
  0.01704489  0.04082577  0.17016225  0.13720798  0.03004394  0.10869224
 -0.09325939  0.18300247 -0.04595005 -0.14050333 -0.1032484   0.03035125
  0.02640255 -0.35610446]","['plans', 'science', 'cadres', 'political', 'among', 'development', 'implementation', 'united', 'struggle', 'peninsula', 'failed', 'study', 'minister', 'using', 'correct', 'shows', 'well', 'hand', 'current', 'localities']"
treaty,"[ 0.00681909 -0.17505997  0.17666528 -0.12519522 -0.21710199  0.00722307
  0.01129465  0.02130844  0.04143824 -0.01892518 -0.15412432  0.13351497
  0.21090128 -0.18921773 -0.10622708 -0.13690698  0.06039502 -0.11695781
 -0.07434318  0.1811133   0.13603799  0.16450478 -0.04361774  0.07056159
  0.06490038 -0.12775555 -0.00534111  0.07558764  0.04636764  0.00301666
  0.05701048  0.10318834  0.13965935  0.10957825 -0.16579953 -0.01471647
 -0.10357153  0.01979974 -0.14688177 -0.09808781  0.0683784  -0.05703858
  0.17432043  0.06855255 -0.09995372 -0.07288032 -0.15908217 -0.07549294
 -0.1598084   0.16981253]","['development', 'failed', 'impact', 'building', 'plan', 'political', 'enemy', 'investment', 'news', 'human', 'united', 'toward', 'evil', 'financial', 'socialist', 'modernization', 'meet', 'community', 'network', 'stressed']"
project,"[-0.04166982  0.09239247 -0.11358747  0.0738621   0.00825779 -0.1707897
  0.05816547  0.15296587 -0.08863377  0.04709861 -0.11479596  0.03325772
 -0.16459958 -0.21172023  0.0722722   0.0588254  -0.15210491 -0.034392
  0.0290986  -0.07085902 -0.12189368  0.00186955  0.0425061   0.09101923
  0.13544944  0.12567417  0.08209616  0.0670463   0.145529   -0.07597613
  0.06133142  0.1515198  -0.26091087  0.16407503  0.05636719 -0.04585618
  0.05713495 -0.28613698 -0.03674193 -0.17955604  0.09869117 -0.23522682
  0.02964218 -0.41482797  0.30908906 -0.23308116 -0.06022013 -0.24888937
  0.01310876 -0.02145939]","['short', 'management', 'community', 'two', 'failed', 'currently', 'ethnic', 'hard', 'situation', 'rights', 'political', 'last', 'paid', 'allround', 'ninth', 'natural', 'back', 'know', 'expand', 'growth']"
asked,"[-0.11396585 -0.08475692 -0.2117033   0.01557378 -0.03062565  0.12797654
 -0.02679276  0.2643089  -0.14719726  0.01035718  0.05412473 -0.40384614
 -0.02878595  0.13462372 -0.09088554 -0.42999756 -0.31806725  0.0708404
 -0.13509217 -0.11015353  0.00758181 -0.00956564 -0.26499546 -0.04998361
  0.10825546  0.12607282 -0.2870508   0.11118877  0.19973136  0.37236956
  0.07396515  0.06342988  0.15513965 -0.14929557 -0.02161785  0.20535019
 -0.3032224  -0.13952975 -0.22637492 -0.17178828  0.03081822  0.09367634
 -0.02601019 -0.14067863 -0.1292012   0.2090984   0.4002377   0.06707048
 -0.08170897  0.27720958]","['added', 'make', 'war', 'essence', 'effort', 'process', 'issue', 'diplomatic', 'impact', 'chief', 'failed', 'members', 'npc', 'based', 'economy', 'premier', 'country', '2000', 'speech', 'tremendous']"
ensure,"[-0.26156038  0.06957753 -0.1490565   0.07941363 -0.00422464  0.15352711
 -0.03222772  0.03497529  0.07202911  0.05261282 -0.2526817  -0.02072313
 -0.01980337 -0.00724791  0.02005907 -0.03626489  0.04370181  0.12165014
  0.12702586  0.00101968  0.0733952   0.07573696  0.14823571 -0.08339365
 -0.13833559 -0.14963639 -0.1333221  -0.12154027 -0.04374322  0.08823323
  0.1007047  -0.17811641 -0.04093252 -0.09949052 -0.02498547 -0.1683477
 -0.07432345 -0.12817737 -0.11031041 -0.08421356  0.01211749  0.02260847
  0.03765036 -0.26278323 -0.1450218   0.18205382 -0.10925978  0.15879564
  0.11370582 -0.21167344]","['failed', 'indicated', '2', 'western', 'concerned', 'around', 'jiang', 'china', 'made', 'chen', 'exchanges', 'committees', 'issue', 'later', 'immediately', 'sides', 'part', 'hard', 'europe', 'peace']"
achieved,"[-0.3022259  -0.4185053   0.03671102  0.13687807  0.30158058 -0.00169868
  0.23176844 -0.2985051   0.08543716 -0.0367032  -0.0523072   0.00263543
  0.0028648  -0.1582108   0.13305147  0.18403807  0.21617897  0.12068946
  0.09260806 -0.31448245 -0.01895629 -0.08035864 -0.12632026  0.15903172
  0.10628781 -0.28077233  0.15961142 -0.09009477 -0.2544566  -0.17283116
  0.17406549 -0.11884984 -0.05835278  0.00940783 -0.02774209 -0.10872518
  0.05787383 -0.3603134  -0.01219348 -0.13615054  0.04620443 -0.39761466
  0.0591749  -0.10703783 -0.24123484  0.01724936 -0.36086375 -0.00478999
 -0.03469896 -0.19467276]","['indicated', 'shuibian', 'wto', 'business', 'without', 'industrial', 'words', 'discussion', 'nuclear', 'socialist', 'arrived', 'internal', 'global', 'part', 'facilities', 'chinese', 'initiative', 'asked', 'human', 'understanding']"
better,"[-0.21755208 -0.32573512 -0.21428554  0.17155726 -0.12032276 -0.0553816
 -0.11212812 -0.2009212   0.06449223  0.11900217 -0.12802999  0.04944741
 -0.08369011  0.10465465  0.17785472 -0.0607431  -0.2464277   0.02890137
 -0.16712987  0.06878271  0.09884591  0.02513643  0.11547983 -0.03502027
 -0.08023697 -0.02488258  0.13937846  0.06562836 -0.26684982 -0.00043323
  0.04509857 -0.11496231 -0.166962   -0.00418799  0.1652777  -0.04214085
  0.05391729  0.00753644 -0.08862602  0.04995126 -0.01769107  0.05642974
 -0.04518245 -0.26630777  0.18739904 -0.14917576  0.09525863  0.03382702
  0.08852793  0.02560858]","['failed', 'continued', 'hard', 'wto', 'united', 'antichina', 'specific', 'meet', 'situation', 'stressed', 'last', 'first', 'percent', 'cpc', 'western', 'asked', 'rate', 'unity', 'remain', 'plan']"
significance,"[-0.19022368 -0.22273591  0.07925798 -0.02116044 -0.00055028 -0.11792521
  0.06419422 -0.04158733  0.15574895  0.09050895 -0.07496126  0.11707693
  0.05435568  0.00068591 -0.1403004   0.2437481  -0.02009097  0.08822391
 -0.04480325  0.10940301  0.14020503 -0.1341992  -0.29394144 -0.1771363
 -0.13009799 -0.06761914 -0.06397191  0.1946826  -0.1490514  -0.03080777
  0.08672761 -0.14138293 -0.20132704 -0.13122159 -0.12053063  0.06974718
 -0.02010209  0.0539477  -0.05918799  0.06201492  0.20104371  0.10440388
  0.1523182   0.21305634  0.05864176  0.27924114  0.11232988  0.11840887
 -0.09568418  0.14522219]","['global', 'first', 'principle', 'meet', 'failed', 'science', 'antichina', 'unity', 'parties', 'zemin', 'percent', 'development', 'united', 'stressed', 'npc', 'plan', 'using', 'zhang', 'chen', 'country']"
