单词,词向量,近似top20 
establishment,"[ 0.18286368  0.02494873  0.06993131  0.09430436  0.38955212  0.0914035
  0.1789919  -0.21088167 -0.32413685 -0.01520796  0.07311735 -0.09654106
  0.23223293  0.08393425 -0.2907953   0.0732409  -0.06166099  0.19049068
 -0.3623688   0.03808394  0.07538556 -0.23497435  0.1125845   0.12407209
  0.33567387 -0.13244322  0.01323014 -0.1631148  -0.27623922 -0.30554593
 -0.27178857  0.10126942  0.02745779 -0.20809376 -0.11486324 -0.01779768
  0.07065856 -0.21247992  0.18111104 -0.09074487 -0.14657074 -0.1703469
 -0.06608938 -0.33176604 -0.12604961  0.25704005  0.13803826  0.06889281
 -0.1217931   0.12543565]","['india', 'along', 'increase', 'protect', 'scale', 'taiwan', 'agricultural', 'step', 'european', 'civil', 'small', 'greater', 'stresses', 'funds', 'nuclear', 'short', 'effectively', 'entry', 'shuibian', 'mechanism']"
build,"[-0.14108607 -0.10658066  0.05231637 -0.0615481   0.02796321  0.10420137
 -0.13013147 -0.03653729  0.06712297 -0.03668383 -0.1209151   0.09075215
 -0.07077184  0.1229353   0.04521555 -0.07754076 -0.01407365  0.10117433
 -0.16621338  0.19765283 -0.1282767  -0.09318892  0.16330044 -0.03179104
  0.08536512  0.07194778  0.06534854  0.07766329  0.00582132 -0.2480376
  0.15147004 -0.13919757 -0.10581638 -0.10422546 -0.18401025  0.13965702
 -0.02179775 -0.13835883  0.01554186 -0.03821637 -0.07886051 -0.05008845
  0.07916248 -0.10565452 -0.08634575 -0.25481397 -0.13870248  0.03943782
 -0.09980743  0.17040871]","['becoming', '2', 'xinhua', 'promote', 'improvement', 'made', 'continued', 'workers', 'positive', 'nearly', 'gradually', 'reason', 'antichina', 'problems', 'human', 'communist', 'parties', 'early', 'open', 'business']"
department,"[-0.06752121 -0.01253952  0.14620918 -0.05934666  0.06756993 -0.04932844
  0.11888046 -0.07882521 -0.01156492 -0.03974781 -0.01677633  0.0807141
 -0.04655208  0.11607409 -0.04499663  0.02811441  0.08910808  0.12089418
  0.01481098  0.07558565  0.01120094  0.02569209 -0.09975543  0.0017445
  0.00565426  0.21640284  0.0582917   0.00994264  0.1457761  -0.02395579
  0.00109478 -0.017591    0.00689354 -0.03720314 -0.1634647   0.13841695
 -0.05097782  0.15864421  0.08956639 -0.07620557  0.10801801  0.03924439
  0.05141681  0.0502776   0.0740471   0.00125083  0.1013466   0.09912618
  0.12133685  0.08362219]","['defense', 'failed', 'made', 'historical', 'workers', 'antichina', 'tenghui', 'structure', 'anniversary', '1999', 'province', 'kind', 'university', 'exchange', 'guarantee', 'department', 'regional', 'historic', 'hard', 'contributions']"
possible,"[ 0.02185084 -0.11726882  0.04976334 -0.00775541 -0.06230766  0.00186345
  0.1646494  -0.06233244 -0.1627466   0.17290664  0.01834334  0.15253845
  0.10602266  0.13334067  0.1229329  -0.04828795 -0.06206945 -0.08217155
  0.14082925 -0.02182388  0.1891163   0.00555184 -0.11658679  0.02193568
  0.03637033  0.1264758   0.0109806  -0.0828261  -0.02814431  0.01134667
 -0.16004024  0.1136764  -0.09793125  0.09813283 -0.08370993 -0.07285949
  0.14038442 -0.03894438  0.01640937  0.01095096  0.04424665  0.09929302
  0.1214479  -0.08364812  0.06074802  0.0073181  -0.08317655 -0.02814866
  0.03472555  0.06241781]","['defense', 'effectively', 'establish', 'opportunity', 'hard', 'onechina', 'workers', 'therefore', 'beginning', 'hightech', 'status', 'peoples', 'exchange', 'propaganda', 'created', 'guarantee', 'adopt', 'reason', 'korea', 'revolution']"
requirements,"[ 0.12574601  0.01330702  0.22418284  0.09103652  0.03331984  0.08122957
 -0.3046093   0.03525648 -0.01072614  0.26317215 -0.0111652   0.14025044
 -0.03107622  0.13615371  0.11267138  0.1578395  -0.06158394 -0.0763441
 -0.12203287  0.20582877 -0.09393893  0.03838377  0.11680952  0.17287254
  0.06522816 -0.11617926  0.08260816 -0.22810183 -0.03194804 -0.06553245
  0.16191094  0.19740205  0.05375263 -0.14645551 -0.16758868 -0.21475741
  0.02769399 -0.20514251  0.00463202  0.04148435 -0.11336726 -0.1588776
  0.02499301 -0.13293424  0.12289714  0.01376199 -0.11912663  0.06228562
 -0.01097048  0.01061845]","['higher', 'zemin', 'soon', 'territorial', 'later', 'business', 'peace', 'rule', 'committee', 'antichina', '40', 'ago', 'february', 'building', 'views', 'demands', 'task', 'stressed', 'reunification', 'june']"
early,"[ 0.00993849 -0.21015723  0.13179098 -0.00856061 -0.09748146  0.12950131
 -0.38043445  0.077263    0.0992156  -0.07486246  0.14237843 -0.21698111
 -0.17938823  0.14621882  0.07771399 -0.06257859 -0.16081026  0.03786363
 -0.10507843  0.2904337   0.04150245 -0.28904796  0.5845771  -0.08890224
  0.15580909 -0.27753106  0.19990881 -0.0903306  -0.12275799  0.04472266
 -0.06101744 -0.06235664 -0.03530131 -0.03676011  0.05920887  0.18844505
 -0.12165999  0.09136381 -0.16269097  0.06425908 -0.16161288 -0.3313914
 -0.14311165 -0.03797419 -0.31517684  0.05638159 -0.09549526  0.03028719
 -0.12122741 -0.05670185]","['sound', 'thought', 'un', '3', 'representative', 'demands', 'personnel', 'hand', 'parties', 'unity', 'lu', 'social', 'gradually', 'promote', 'financial', 'even', 'invitation', 'left', 'readjustment', 'importance']"
responsibility,"[ 0.00187264 -0.1712737   0.03743434  0.07233287 -0.10322049 -0.06997359
 -0.16007529  0.07079782  0.1260967  -0.02906634 -0.11902728  0.12057472
  0.16451485 -0.09580739  0.10391604  0.07585721  0.0806661   0.09423801
 -0.18484117 -0.037557    0.02102693  0.02108152 -0.12182251  0.05693489
 -0.01586512  0.10914239 -0.0881995  -0.1003855  -0.00933218  0.02385968
  0.11902266 -0.08766942  0.13809797 -0.1313471  -0.06181103  0.03492687
  0.11276696 -0.02522594 -0.126625   -0.01688196 -0.03617059 -0.08627417
  0.21311074 -0.08389566 -0.02302747 -0.15487899 -0.0221858  -0.01709154
  0.06397919  0.08810579]","['made', 'prc', 'goal', 'historic', 'beginning', 'old', 'japanese', 'failed', 'workers', 'moment', 'open', 'positive', 'regional', 'antichina', 'views', 'look', 'shall', 'another', 'improvement', 'relevant']"
peoples,"[-0.13904452  0.02000325 -0.23283017  0.02639458 -0.04479459  0.21808101
 -0.108422   -0.13900736  0.21531257 -0.00648671  0.19273257 -0.18046126
 -0.08766845  0.02300903  0.1512685  -0.20784517 -0.12176717  0.0127895
  0.4753982   0.16151382  0.05649817 -0.0374997  -0.21107243  0.11690318
  0.0407824  -0.15595132 -0.11288389  0.0112915  -0.07142362  0.10552111
 -0.08273532 -0.12293822  0.02372857  0.3391206  -0.04697508 -0.03971622
 -0.02987132  0.02929024 -0.16302884  0.17256157 -0.12464401 -0.00248565
 -0.14794779  0.46527767  0.11138184 -0.1674495   0.04627492  0.13430606
 -0.32840648 -0.45463908]","['basis', 'economic', 'peninsula', 'state', 'attitude', 'caused', 'structural', 'even', 'developing', 'drive', 'august', 'service', 'chinese', 'current', 'view', 'carry', 'move', 'young', 'says', 'members']"
equipment,"[ 9.12420675e-02 -1.77475512e-01 -7.89202228e-02  7.56571367e-02
 -1.76123232e-01 -4.17125039e-02  2.91126817e-01 -1.33876547e-01
 -8.22267085e-02 -1.72587465e-02 -3.27522643e-02  3.72613966e-02
  1.99382663e-01 -5.80154769e-02  7.17193186e-02 -9.82674584e-02
  2.06433982e-01 -3.36196423e-02  1.43340603e-01 -1.71925142e-01
  1.19612254e-01 -1.94821760e-01 -1.56340733e-01  1.54912518e-03
 -1.46504298e-01  1.45221516e-01 -4.76600640e-02 -1.41661808e-01
  6.47915229e-02  1.03115141e-01  4.31322231e-04  3.76575463e-03
  1.82295291e-04  3.18085365e-02  1.86848901e-02 -1.45408273e-01
  6.94352612e-02 -7.82236680e-02  1.91846713e-02 -9.73750055e-02
  2.25343108e-01  1.34817481e-01  2.64101196e-02 -5.07553443e-02
 -4.52644192e-03  1.51480570e-01 -1.66585118e-01  1.00863576e-01
  3.75555120e-02 -1.08163312e-01]","['accordance', 'establish', 'department', 'onechina', 'plan', 'laid', 'remain', 'defense', 'relevant', 'arms', 'pressure', 'hard', 'speed', 'future', 'beginning', 'meanwhile', 'adopt', 'energy', '1999', 'rights']"
trend,"[ 0.05891657 -0.11871213 -0.01001185 -0.1024255   0.0277533   0.16646233
  0.00072516 -0.08762661  0.08711687 -0.17783742 -0.2657494  -0.10449056
  0.23992263 -0.26334193 -0.00056585 -0.06878335  0.06391129  0.17054006
 -0.01214382 -0.02952146 -0.00926194 -0.2057131   0.14747967  0.04278925
 -0.10253483 -0.15386371 -0.0402894   0.16606937  0.00163628 -0.06791456
  0.16763979  0.02376014 -0.0046429  -0.07088478  0.20641455 -0.21404204
 -0.16530906 -0.1795355   0.07470446  0.01596788  0.21151316  0.023308
 -0.07522799 -0.08180852 -0.05457199 -0.25742033 -0.22291188  0.16318522
 -0.03303958  0.16645856]","['scope', 'speed', 'indicated', 'fourth', 'threat', 'adopted', 'trust', 'business', 'since', 'productive', 'organization', 'failed', 'remain', 'moment', 'land', 'history', 'particular', 'high', 'later', 'qian']"
taking,"[ 0.12615365  0.01176712  0.11739219 -0.18067442 -0.10804147 -0.05445899
  0.12918815  0.31338224 -0.11589272  0.32932895 -0.22294497  0.2693407
  0.0530348  -0.22408983  0.06733656  0.0516131   0.22848052  0.12055298
 -0.04156423 -0.13481282 -0.10866068  0.06317551  0.1008243  -0.17172126
 -0.11073758 -0.0710967  -0.05779153  0.08711077  0.13650873 -0.1485314
  0.11899289  0.12390946 -0.02702819  0.16263756  0.05320935 -0.24372923
 -0.07801548 -0.30675426  0.22241823 -0.09986933  0.13383375  0.09593185
  0.22856148 -0.17049018 -0.05893333 -0.23637286 -0.25309348 -0.07800568
  0.21843599  0.38568342]","['promoting', 'reports', 'need', 'noted', 'established', 'comprehensively', 'powell', 'accordance', 'bush', 'adopt', 'vigorously', 'exchange', 'question', 'improvement', 'leading', 'positive', 'establish', 'peng', 'adopted', 'plane']"
laws,"[ 0.15917997 -0.13451396  0.17146255  0.18409865  0.02895437 -0.16215837
  0.01689998 -0.00145534 -0.17912892  0.08903098  0.03361747  0.09167259
 -0.12153752  0.161427    0.299259   -0.08223919  0.0434633  -0.14498417
  0.02231658  0.01839055  0.11740138 -0.04551734  0.07196213 -0.2387573
  0.03060984  0.23406251 -0.09725514 -0.15053189  0.16731082  0.04539492
 -0.11674225  0.11237052 -0.10703219 -0.0734211  -0.14106096 -0.23776162
  0.30174235 -0.11761986 -0.10168111 -0.03044493  0.04742303  0.17929217
  0.2148315   0.05070033 -0.0409518   0.24370724 -0.2933799  -0.19052304
  0.11759175 -0.18537392]","['pressure', 'department', '1999', 'clear', 'remarks', 'onechina', 'beginning', 'revolution', 'opportunity', 'therefore', 'adopt', 'establish', 'get', 'arms', 'requirement', 'commercial', 'best', 'attack', 'contacts', 'sea']"
decision,"[ 0.03888253  0.04342165  0.03864846  0.02078494  0.04132868 -0.05743514
 -0.20576079 -0.00609703  0.06244561  0.29509693  0.09079535  0.1519234
  0.18848743  0.02897409 -0.16536853  0.07173849 -0.07958939 -0.00621704
 -0.00347347 -0.19450976 -0.01644761  0.1408498  -0.05912529 -0.02765598
  0.12503864 -0.08985806 -0.06977571 -0.10531449  0.15553778  0.12652634
 -0.2216866   0.15292466  0.16641048 -0.02443041 -0.13584723  0.01480675
 -0.02784714  0.02374069  0.18136369  0.04887756 -0.13707852  0.06330449
 -0.0915776   0.14686938  0.21983309  0.05704697  0.23105183 -0.1650404
  0.07147885  0.07607356]","['stressed', 'president', 'discussion', 'korea', 'agricultural', 'tremendous', 'hoped', 'premier', 'higher', 'question', 'february', 'ninth', 'resources', 'regional', 'article', 'civil', 'province', 'last', 'next', 'understand']"
able,"[ 1.46570951e-01  1.86358094e-01 -8.57671127e-02  2.00818181e-01
  3.98468487e-02  3.74218747e-02  2.14964494e-01  9.36125964e-02
 -3.59332152e-02  1.54714212e-01 -1.62593469e-01  2.53308993e-02
  2.04570636e-01 -1.87183708e-01 -4.04839702e-02 -2.24597603e-01
  1.06184743e-05  5.25144339e-02  4.72415239e-02 -1.99875519e-01
 -1.93617437e-02  2.30159119e-01 -2.33068869e-01 -9.12777334e-02
 -1.67232692e-01 -1.03861485e-02 -4.17282939e-01  2.49514021e-02
  7.53072836e-03  5.35563305e-02 -4.18755002e-02  2.88266569e-01
  2.35980660e-01  5.99550717e-02  8.59528258e-02 -2.28842139e-01
  1.83889255e-01 -7.64189810e-02 -7.64831379e-02  3.03028207e-02
 -4.43891846e-02  1.84484094e-01  6.94224313e-02  4.05934528e-02
  1.33695349e-01 -9.45658982e-02 -2.41089284e-01 -7.73135349e-02
 -1.30596802e-01 -1.26905039e-01]","['still', 'whole', 'effort', 'two', 'domestic', 'officers', 'resolve', 'future', 'since', 'process', 'china', 'defense', 'nuclear', 'toward', 'methods', 'created', 'need', 'community', 'onechina', 'localities']"
west,"[-0.16145575  0.274346   -0.17189384 -0.09621708 -0.09797639  0.12692566
  0.01348451  0.12987716  0.041338    0.10055018  0.16416883  0.17127518
  0.02316748  0.03107894  0.01750857  0.02521632 -0.03803239 -0.1092144
  0.14953007 -0.03880144 -0.08931647  0.16703095 -0.19440305  0.06417324
  0.2479616   0.1856728   0.13418859  0.03803289 -0.05398102  0.04885709
 -0.1704388   0.14020565 -0.01433694  0.24343683 -0.05634367 -0.01879874
 -0.22594339 -0.04115186 -0.19341777  0.04282013 -0.1587636  -0.04783499
 -0.07462922  0.20593666  0.23319916 -0.06108906  0.1049642  -0.00969687
 -0.2144012   0.05130584]","['view', 'command', 'using', 'anniversary', 'dialogue', 'ninth', 'members', 'says', 'stressed', 'workers', 'premier', 'state', 'shows', 'country', 'province', 'hightech', 'peninsula', 'zemin', 'internal', 'objective']"
dialogue,"[-0.05470969  0.33647764 -0.25348794  0.08548028  0.20393147  0.1437368
 -0.3183559  -0.02709967 -0.01822289 -0.24784718  0.24906029 -0.18581894
 -0.15716869 -0.16663243 -0.23891005 -0.0339304  -0.21193393 -0.1233888
  0.09685345  0.00573529 -0.20668161 -0.01300093 -0.0509311  -0.10048215
  0.1736142  -0.18322745 -0.04400868  0.32637066 -0.13719471 -0.12820205
 -0.20140669 -0.3023949  -0.30548176  0.21836036  0.10218182  0.1001166
 -0.0055308   0.09898128  0.15508889  0.16705741  0.0080308  -0.06692953
 -0.04664215  0.21042287 -0.00223052  0.03272709  0.16268882 -0.07408491
 -0.17272764 -0.15492877]","['correct', 'enterprise', 'dialogue', 'share', 'say', 'common', 'hand', 'interests', 'august', 'science', 'carry', 'chinese', 'today', 'struggle', 'shows', 'rather', 'tasks', 'talks', 'sides', 'nearly']"
treaty,"[-0.02823703  0.20222493 -0.09722561  0.03154266 -0.1423764   0.06333772
  0.06917127  0.00348003 -0.01920215  0.01245516  0.00916081 -0.02976369
 -0.02730144 -0.09107472 -0.08989456 -0.04137446 -0.09803884 -0.0029857
  0.10298848  0.0558506  -0.06470135  0.02709281 -0.1741938   0.0041916
  0.07305466 -0.06701104  0.02335585  0.14043845  0.0516389   0.00423035
 -0.03885459 -0.05170649 -0.13386214  0.07012236  0.0183908   0.08712614
 -0.05169293  0.06314908  0.05489001  0.11903933  0.01539824  0.01442311
  0.06354875  0.06506368 -0.04828211 -0.14387935 -0.03869371 -0.03331344
 -0.12374687  0.01366215]","['province', 'high', 'members', 'workers', 'first', 'failed', 'historical', 'defense', 'state', 'something', 'made', 'resources', 'kinds', 'toward', 'antichina', 'among', 'diplomatic', 'talks', 'positive', 'developing']"
project,"[ 0.19120258  0.01559245 -0.04451198  0.19420944 -0.00229521  0.05679853
  0.02107697 -0.01717911 -0.18366869  0.15135558  0.05033411 -0.08347531
 -0.06544674 -0.12973228  0.02799615 -0.08315289  0.01471366  0.04713067
  0.03747664 -0.10446563  0.06438026 -0.03737269  0.0714898   0.0989125
 -0.20882359  0.02188846 -0.11564822 -0.05786261 -0.1095724  -0.17095782
  0.04602742  0.08120425  0.06988274  0.08871512 -0.23560257  0.04298236
  0.08084433 -0.01005903  0.23549348 -0.01852979 -0.03189192  0.31087342
 -0.03665241  0.15719548  0.26271933  0.12068757  0.2291363   0.00824661
 -0.11301188 -0.12102497]","['systems', 'back', 'paid', 'wto', 'hard', 'last', 'attended', 'wei', 'course', 'localities', 'kind', 'position', 'stresses', 'question', 'develop', 'rights', 'cpc', 'pressure', 'uphold', 'emphasized']"
asked,"[-0.3055069   0.16495295 -0.18020612 -0.1660051   0.04139159 -0.03035493
 -0.03931762 -0.1229243   0.20848057  0.06800287  0.17067675 -0.05340248
  0.04862679  0.25018498 -0.01815887  0.01808906 -0.2098959  -0.06115286
  0.18455736  0.06675263  0.02547155  0.19885986 -0.13538639 -0.15370812
  0.30159518  0.02561316  0.02038825 -0.05563377  0.05931403  0.17175661
 -0.24660979  0.19338393 -0.03587774  0.26861268  0.17369352  0.00132559
  0.02822918  0.03140879 -0.05216955  0.08113369 -0.08578589  0.03757513
 -0.14814985  0.25299165  0.01929252  0.15964033  0.05040312 -0.1608263
  0.02023545 -0.22816883]","['cult', 'lu', 'actually', 'member', 'korea', 'historical', 'able', 'command', 'common', 'visited', '50', 'let', 'using', 'stressed', 'constitution', 'difficult', '2000', 'impact', 'electronic', 'lies']"
ensure,"[ 0.04666305  0.04010182 -0.08360825 -0.15322283  0.04897228  0.1991296
 -0.0397777  -0.08339751 -0.08619854 -0.08066363  0.04779433  0.04163294
 -0.04559511 -0.01592072  0.01261252  0.17861935 -0.18616635 -0.08195056
 -0.03762508  0.16010462 -0.33109167  0.09405845 -0.14530838  0.023848
  0.14376652 -0.12221429  0.01685952  0.09363981 -0.10990601 -0.19503918
  0.20385826 -0.00890485 -0.23782152  0.14846028  0.07686308 -0.10214875
 -0.01063423 -0.28912553  0.20514919  0.12670566 -0.05007254 -0.08217448
  0.04413057 -0.3776251   0.0213658  -0.18509224 -0.33289808 -0.02926828
  0.02091718  0.17564394]","['2', 'around', 'zemin', 'positive', 'percent', 'propaganda', 'interest', 'zhang', 'human', 'entry', 'modernization', 'played', 'making', 'leading', 'building', 'establishment', 'safeguard', 'antichina', 'dialogue', 'high']"
achieved,"[ 0.06863673  0.17920822 -0.07835915  0.01351954  0.13136308  0.12852392
  0.02917175 -0.1866343   0.03477177  0.12535037 -0.12802294 -0.06364619
  0.32133162 -0.0849826  -0.22837038 -0.03888344 -0.12207682 -0.08704127
 -0.17288151 -0.1126487  -0.15876564  0.04049779 -0.1788972   0.07260467
  0.00938328 -0.26289704  0.05317821  0.0732758  -0.2745974  -0.24777196
 -0.06355239  0.05776906 -0.12477084 -0.0029412  -0.03304571 -0.20335634
 -0.05766169 -0.16919123  0.1394252   0.0631901  -0.12107333  0.05666211
 -0.24346775 -0.14824986  0.07746735 -0.12505372  0.1414863   0.13996717
 -0.08348759  0.30786732]","['initiative', 'plane', 'increase', 'protection', 'stressed', 'nuclear', 'funds', 'toward', 'rural', 'province', 'agricultural', 'civil', 'struggle', 'entry', 'scale', 'conditions', 'units', 'deep', 'basic', 'stresses']"
better,"[ 0.03893086  0.1642657  -0.16701387  0.0979679   0.28721565 -0.12404063
  0.01872297 -0.13057813  0.00852694 -0.20112576 -0.10730185 -0.06788551
 -0.01485345 -0.23064479 -0.16136627 -0.16431543  0.02548586  0.01293587
 -0.24002123 -0.05665474 -0.022053   -0.06003745 -0.20878737  0.0057647
 -0.16434442 -0.07676087 -0.16779698  0.215969   -0.0441267  -0.3662269
  0.01689922 -0.11451626 -0.1279983  -0.00781439  0.00543303  0.03194904
  0.2012779  -0.04785559  0.52780724 -0.05487662  0.13400067  0.2415449
  0.03816208 -0.21650213  0.15805207 -0.12663242 -0.09603225  0.02053437
 -0.02519093 -0.00153708]","['really', 'modernization', 'elements', 'spiritual', 'stateowned', 'protect', 'units', 'realize', 'stresses', 'deep', 'done', 'improving', 'leading', 'act', 'ministry', 'vigorously', 'xinhua', 'action', 'failed', 'serve']"
